"state","date","fips","cumulative_cases","cumulative_deaths","lag_cases","lag_deaths","cases_is_cumulative","dth_is_cumulative","lead_cases","lead_deaths","lead2_cases","lead2_deaths","cases","deaths"
"Illinois",2020-01-30,"17",2,0,1,0,1,1,2,0,2,0,1,0
"Illinois",2020-01-31,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-01,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-02,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-03,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-04,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-05,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-06,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-07,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-08,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-09,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-10,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-11,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-12,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-13,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-14,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-15,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-16,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-17,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-18,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-19,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-20,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-21,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-22,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-23,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-24,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-25,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-26,"17",2,0,2,0,1,1,2,0,2,0,0,0
"Illinois",2020-02-27,"17",2,0,2,0,1,1,2,0,3,0,0,0
"Illinois",2020-02-28,"17",2,0,2,0,1,1,3,0,3,0,0,0
"Illinois",2020-02-29,"17",3,0,2,0,1,1,3,0,4,0,1,0
"Illinois",2020-03-01,"17",3,0,3,0,1,1,4,0,4,0,0,0
"Illinois",2020-03-02,"17",4,0,3,0,1,1,4,0,4,0,1,0
"Illinois",2020-03-03,"17",4,0,4,0,1,1,4,0,5,0,0,0
"Illinois",2020-03-04,"17",4,0,4,0,1,1,5,0,6,0,0,0
"Illinois",2020-03-05,"17",5,0,4,0,1,1,6,0,6,0,1,0
"Illinois",2020-03-06,"17",6,0,5,0,1,1,6,0,7,0,1,0
"Illinois",2020-03-07,"17",6,0,6,0,1,1,7,0,11,0,0,0
"Illinois",2020-03-08,"17",7,0,6,0,1,1,11,0,19,0,1,0
"Illinois",2020-03-09,"17",11,0,7,0,1,1,19,0,25,0,4,0
"Illinois",2020-03-10,"17",19,0,11,0,1,1,25,0,32,0,8,0
"Illinois",2020-03-11,"17",25,0,19,0,1,1,32,0,46,0,6,0
"Illinois",2020-03-12,"17",32,0,25,0,1,1,46,0,66,0,7,0
"Illinois",2020-03-13,"17",46,0,32,0,1,1,66,0,94,0,14,0
"Illinois",2020-03-14,"17",66,0,46,0,1,1,94,0,104,0,20,0
"Illinois",2020-03-15,"17",94,0,66,0,1,1,104,0,159,1,28,0
"Illinois",2020-03-16,"17",104,0,94,0,1,1,159,1,286,1,10,0
"Illinois",2020-03-17,"17",159,1,104,0,1,1,286,1,420,4,55,1
"Illinois",2020-03-18,"17",286,1,159,1,1,1,420,4,583,5,127,0
"Illinois",2020-03-19,"17",420,4,286,1,1,1,583,5,751,6,134,3
"Illinois",2020-03-20,"17",583,5,420,4,1,1,751,6,1047,9,163,1
"Illinois",2020-03-21,"17",751,6,583,5,1,1,1047,9,1285,12,168,1
"Illinois",2020-03-22,"17",1047,9,751,6,1,1,1285,12,1535,16,296,3
"Illinois",2020-03-23,"17",1285,12,1047,9,1,1,1535,16,1874,21,238,3
"Illinois",2020-03-24,"17",1535,16,1285,12,1,1,1874,21,2538,26,250,4
"Illinois",2020-03-25,"17",1874,21,1535,16,1,1,2538,26,3029,37,339,5
"Illinois",2020-03-26,"17",2538,26,1874,21,1,1,3029,37,3547,50,664,5
"Illinois",2020-03-27,"17",3029,37,2538,26,1,1,3547,50,4613,70,491,11
"Illinois",2020-03-28,"17",3547,50,3029,37,1,1,4613,70,5070,84,518,13
"Illinois",2020-03-29,"17",4613,70,3547,50,1,1,5070,84,5992,107,1066,20
"Illinois",2020-03-30,"17",5070,84,4613,70,1,1,5992,107,6978,146,457,14
"Illinois",2020-03-31,"17",5992,107,5070,84,1,1,6978,146,7695,165,922,23
"Illinois",2020-04-01,"17",6978,146,5992,107,1,1,7695,165,8904,211,986,39
"Illinois",2020-04-02,"17",7695,165,6978,146,1,1,8904,211,10357,248,717,19
"Illinois",2020-04-03,"17",8904,211,7695,165,1,1,10357,248,11276,282,1209,46
"Illinois",2020-04-04,"17",10357,248,8904,211,1,1,11276,282,12262,309,1453,37
"Illinois",2020-04-05,"17",11276,282,10357,248,1,1,12262,309,13549,384,919,34
"Illinois",2020-04-06,"17",12262,309,11276,282,1,1,13549,384,15078,464,986,27
"Illinois",2020-04-07,"17",13549,384,12262,309,1,1,15078,464,16422,534,1287,75
"Illinois",2020-04-08,"17",15078,464,13549,384,1,1,16422,534,17887,607,1529,80
"Illinois",2020-04-09,"17",16422,534,15078,464,1,1,17887,607,19180,682,1344,70
"Illinois",2020-04-10,"17",17887,607,16422,534,1,1,19180,682,20852,727,1465,73
"Illinois",2020-04-11,"17",19180,682,17887,607,1,1,20852,727,22025,800,1293,75
"Illinois",2020-04-12,"17",20852,727,19180,682,1,1,22025,800,23247,878,1672,45
"Illinois",2020-04-13,"17",22025,800,20852,727,1,1,23247,878,24593,958,1173,73
"Illinois",2020-04-14,"17",23247,878,22025,800,1,1,24593,958,25734,1081,1222,78
"Illinois",2020-04-15,"17",24593,958,23247,878,1,1,25734,1081,27575,1142,1346,80
"Illinois",2020-04-16,"17",25734,1081,24593,958,1,1,27575,1142,29160,1272,1141,123
"Illinois",2020-04-17,"17",27575,1142,25734,1081,1,1,29160,1272,30357,1302,1841,61
"Illinois",2020-04-18,"17",29160,1272,27575,1142,1,1,30357,1302,31508,1359,1585,130
"Illinois",2020-04-19,"17",30357,1302,29160,1272,1,1,31508,1359,33059,1479,1197,30
"Illinois",2020-04-20,"17",31508,1359,30357,1302,1,1,33059,1479,35108,1577,1151,57
"Illinois",2020-04-21,"17",33059,1479,31508,1359,1,1,35108,1577,36935,1696,1551,120
"Illinois",2020-04-22,"17",35108,1577,33059,1479,1,1,36935,1696,39658,1804,2049,98
"Illinois",2020-04-23,"17",36935,1696,35108,1577,1,1,39658,1804,41777,1884,1827,119
"Illinois",2020-04-24,"17",39658,1804,36935,1696,1,1,41777,1884,43903,1943,2723,108
"Illinois",2020-04-25,"17",41777,1884,39658,1804,1,1,43903,1943,45883,1992,2119,80
"Illinois",2020-04-26,"17",43903,1943,41777,1884,1,1,45883,1992,48102,2132,2126,59
"Illinois",2020-04-27,"17",45883,1992,43903,1943,1,1,48102,2132,50355,2221,1980,49
"Illinois",2020-04-28,"17",48102,2132,45883,1992,1,1,50355,2221,52918,2361,2219,140
"Illinois",2020-04-29,"17",50355,2221,48102,2132,1,1,52918,2361,56055,2464,2253,89
"Illinois",2020-04-30,"17",52918,2361,50355,2221,1,1,56055,2464,58505,2576,2563,140
"Illinois",2020-05-01,"17",56055,2464,52918,2361,1,1,58505,2576,61499,2632,3137,103
"Illinois",2020-05-02,"17",58505,2576,56055,2464,1,1,61499,2632,63840,2673,2450,112
"Illinois",2020-05-03,"17",61499,2632,58505,2576,1,1,63840,2673,65889,2843,2994,56
"Illinois",2020-05-04,"17",63840,2673,61499,2632,1,1,65889,2843,68164,2977,2341,41
"Illinois",2020-05-05,"17",65889,2843,63840,2673,1,1,68164,2977,70802,3139,2049,170
"Illinois",2020-05-06,"17",68164,2977,65889,2843,1,1,70802,3139,73688,3262,2275,134
"Illinois",2020-05-07,"17",70802,3139,68164,2977,1,1,73688,3262,76008,3362,2638,162
"Illinois",2020-05-08,"17",73688,3262,70802,3139,1,1,76008,3362,77662,3426,2886,123
"Illinois",2020-05-09,"17",76008,3362,73688,3262,1,1,77662,3426,79123,3480,2320,100
"Illinois",2020-05-10,"17",77662,3426,76008,3362,1,1,79123,3480,83168,3617,1654,64
"Illinois",2020-05-11,"17",79123,3480,77662,3426,1,1,83168,3617,84874,3815,1461,54
"Illinois",2020-05-12,"17",83168,3617,79123,3480,1,1,84874,3815,88081,3945,4045,137
"Illinois",2020-05-13,"17",84874,3815,83168,3617,1,1,88081,3945,90528,4075,1706,198
"Illinois",2020-05-14,"17",88081,3945,84874,3815,1,1,90528,4075,92669,4149,3207,130
"Illinois",2020-05-15,"17",90528,4075,88081,3945,1,1,92669,4149,94360,4198,2447,130
"Illinois",2020-05-16,"17",92669,4149,90528,4075,1,1,94360,4198,96778,4257,2141,74
"Illinois",2020-05-17,"17",94360,4198,92669,4149,1,1,96778,4257,98298,4399,1691,49
"Illinois",2020-05-18,"17",96778,4257,94360,4198,1,1,98298,4399,100713,4547,2418,59
"Illinois",2020-05-19,"17",98298,4399,96778,4257,1,1,100713,4547,102995,4634,1520,142
"Illinois",2020-05-20,"17",100713,4547,98298,4399,1,1,102995,4634,105710,4740,2415,148
"Illinois",2020-05-21,"17",102995,4634,100713,4547,1,1,105710,4740,108100,4817,2282,87
"Illinois",2020-05-22,"17",105710,4740,102995,4634,1,1,108100,4817,110541,4884,2715,106
"Illinois",2020-05-23,"17",108100,4817,105710,4740,1,1,110541,4884,112248,4912,2390,77
"Illinois",2020-05-24,"17",110541,4884,108100,4817,1,1,112248,4912,113486,4960,2441,67
"Illinois",2020-05-25,"17",112248,4912,110541,4884,1,1,113486,4960,114612,5118,1707,28
"Illinois",2020-05-26,"17",113486,4960,112248,4912,1,1,114612,5118,116128,5225,1238,48
"Illinois",2020-05-27,"17",114612,5118,113486,4960,1,1,116128,5225,117794,5308,1126,158
"Illinois",2020-05-28,"17",116128,5225,114612,5118,1,1,117794,5308,119290,5368,1516,107
"Illinois",2020-05-29,"17",117794,5308,116128,5225,1,1,119290,5368,120588,5426,1666,83
"Illinois",2020-05-30,"17",119290,5368,117794,5308,1,1,120588,5426,121666,5458,1496,60
"Illinois",2020-05-31,"17",120588,5426,119290,5368,1,1,121666,5458,123244,5567,1298,58
"Illinois",2020-06-01,"17",121666,5458,120588,5426,1,1,123244,5567,124279,5665,1078,32
"Illinois",2020-06-02,"17",123244,5567,121666,5458,1,1,124279,5665,125149,5772,1578,109
"Illinois",2020-06-03,"17",124279,5665,123244,5567,1,1,125149,5772,126317,5834,1035,98
"Illinois",2020-06-04,"17",125149,5772,124279,5665,1,1,126317,5834,NA,NA,870,107
"Illinois",2020-06-05,"17",126317,5834,125149,5772,1,1,NA,NA,NA,NA,1168,62
"Indiana",2020-03-06,"18",1,0,NA,NA,NA,NA,1,0,2,0,NA,NA
"Indiana",2020-03-07,"18",1,0,1,0,1,1,2,0,4,0,0,0
"Indiana",2020-03-08,"18",2,0,1,0,1,1,4,0,6,0,1,0
"Indiana",2020-03-09,"18",4,0,2,0,1,1,6,0,11,0,2,0
"Indiana",2020-03-10,"18",6,0,4,0,1,1,11,0,12,0,2,0
"Indiana",2020-03-11,"18",11,0,6,0,1,1,12,0,12,0,5,0
"Indiana",2020-03-12,"18",12,0,11,0,1,1,12,0,15,0,1,0
"Indiana",2020-03-13,"18",12,0,12,0,1,1,15,0,19,0,0,0
"Indiana",2020-03-14,"18",15,0,12,0,1,1,19,0,24,1,3,0
"Indiana",2020-03-15,"18",19,0,15,0,1,1,24,1,30,2,4,0
"Indiana",2020-03-16,"18",24,1,19,0,1,1,30,2,39,2,5,1
"Indiana",2020-03-17,"18",30,2,24,1,1,1,39,2,56,2,6,1
"Indiana",2020-03-18,"18",39,2,30,2,1,1,56,2,81,5,9,0
"Indiana",2020-03-19,"18",56,2,39,2,1,1,81,5,128,6,17,0
"Indiana",2020-03-20,"18",81,5,56,2,1,1,128,6,204,9,25,3
"Indiana",2020-03-21,"18",128,6,81,5,1,1,204,9,264,12,47,1
"Indiana",2020-03-22,"18",204,9,128,6,1,1,264,12,371,17,76,3
"Indiana",2020-03-23,"18",264,12,204,9,1,1,371,17,484,19,60,3
"Indiana",2020-03-24,"18",371,17,264,12,1,1,484,19,661,23,107,5
"Indiana",2020-03-25,"18",484,19,371,17,1,1,661,23,988,32,113,2
"Indiana",2020-03-26,"18",661,23,484,19,1,1,988,32,1239,38,177,4
"Indiana",2020-03-27,"18",988,32,661,23,1,1,1239,38,1522,40,327,9
"Indiana",2020-03-28,"18",1239,38,988,32,1,1,1522,40,1797,44,251,6
"Indiana",2020-03-29,"18",1522,40,1239,38,1,1,1797,44,2170,61,283,2
"Indiana",2020-03-30,"18",1797,44,1522,40,1,1,2170,61,2578,79,275,4
"Indiana",2020-03-31,"18",2170,61,1797,44,1,1,2578,79,3056,94,373,17
"Indiana",2020-04-01,"18",2578,79,2170,61,1,1,3056,94,3455,118,408,18
"Indiana",2020-04-02,"18",3056,94,2578,79,1,1,3455,118,3975,136,478,15
"Indiana",2020-04-03,"18",3455,118,3056,94,1,1,3975,136,4437,151,399,24
"Indiana",2020-04-04,"18",3975,136,3455,118,1,1,4437,151,4986,171,520,18
"Indiana",2020-04-05,"18",4437,151,3975,136,1,1,4986,171,5542,208,462,15
"Indiana",2020-04-06,"18",4986,171,4437,151,1,1,5542,208,5986,246,549,20
"Indiana",2020-04-07,"18",5542,208,4986,171,1,1,5986,246,6400,295,556,37
"Indiana",2020-04-08,"18",5986,246,5542,208,1,1,6400,295,6960,353,444,38
"Indiana",2020-04-09,"18",6400,295,5986,246,1,1,6960,353,7494,389,414,49
"Indiana",2020-04-10,"18",6960,353,6400,295,1,1,7494,389,7990,405,560,58
"Indiana",2020-04-11,"18",7494,389,6960,353,1,1,7990,405,8300,414,534,36
"Indiana",2020-04-12,"18",7990,405,7494,389,1,1,8300,414,8598,458,496,16
"Indiana",2020-04-13,"18",8300,414,7990,405,1,1,8598,458,9030,511,310,9
"Indiana",2020-04-14,"18",8598,458,8300,414,1,1,9030,511,9619,554,298,44
"Indiana",2020-04-15,"18",9030,511,8598,458,1,1,9619,554,10234,599,432,53
"Indiana",2020-04-16,"18",9619,554,9030,511,1,1,10234,599,10729,633,589,43
"Indiana",2020-04-17,"18",10234,599,9619,554,1,1,10729,633,11300,652,615,45
"Indiana",2020-04-18,"18",10729,633,10234,599,1,1,11300,652,11783,666,495,34
"Indiana",2020-04-19,"18",11300,652,10729,633,1,1,11783,666,12198,731,571,19
"Indiana",2020-04-20,"18",11783,666,11300,652,1,1,12198,731,12551,764,483,14
"Indiana",2020-04-21,"18",12198,731,11783,666,1,1,12551,764,13184,811,415,65
"Indiana",2020-04-22,"18",12551,764,12198,731,1,1,13184,811,13837,851,353,33
"Indiana",2020-04-23,"18",13184,811,12551,764,1,1,13837,851,14556,897,633,47
"Indiana",2020-04-24,"18",13837,851,13184,811,1,1,14556,897,15175,928,653,40
"Indiana",2020-04-25,"18",14556,897,13837,851,1,1,15175,928,16137,932,719,46
"Indiana",2020-04-26,"18",15175,928,14556,897,1,1,16137,932,16783,992,619,31
"Indiana",2020-04-27,"18",16137,932,15175,928,1,1,16783,992,17409,1065,962,4
"Indiana",2020-04-28,"18",16783,992,16137,932,1,1,17409,1065,18099,1114,646,60
"Indiana",2020-04-29,"18",17409,1065,16783,992,1,1,18099,1114,18941,1175,626,73
"Indiana",2020-04-30,"18",18099,1114,17409,1065,1,1,18941,1175,19629,1229,690,49
"Indiana",2020-05-01,"18",18941,1175,18099,1114,1,1,19629,1229,20267,1246,842,61
"Indiana",2020-05-02,"18",19629,1229,18941,1175,1,1,20267,1246,20855,1264,688,54
"Indiana",2020-05-03,"18",20267,1246,19629,1229,1,1,20855,1264,21423,1326,638,17
"Indiana",2020-05-04,"18",20855,1264,20267,1246,1,1,21423,1326,22286,1377,588,18
"Indiana",2020-05-05,"18",21423,1326,20855,1264,1,1,22286,1377,22942,1414,568,62
"Indiana",2020-05-06,"18",22286,1377,21423,1326,1,1,22942,1414,23620,1447,863,51
"Indiana",2020-05-07,"18",22942,1414,22286,1377,1,1,23620,1447,24239,1490,656,37
"Indiana",2020-05-08,"18",23620,1447,22942,1414,1,1,24239,1490,24633,1508,678,33
"Indiana",2020-05-09,"18",24239,1490,23620,1447,1,1,24633,1508,25134,1540,619,43
"Indiana",2020-05-10,"18",24633,1508,24239,1490,1,1,25134,1540,25676,1578,394,18
"Indiana",2020-05-11,"18",25134,1540,24633,1508,1,1,25676,1578,26044,1619,501,32
"Indiana",2020-05-12,"18",25676,1578,25134,1540,1,1,26044,1619,26627,1646,542,38
"Indiana",2020-05-13,"18",26044,1619,25676,1578,1,1,26627,1646,27281,1691,368,41
"Indiana",2020-05-14,"18",26627,1646,26044,1619,1,1,27281,1691,27919,1741,583,27
"Indiana",2020-05-15,"18",27281,1691,26627,1646,1,1,27919,1741,28419,1751,654,45
"Indiana",2020-05-16,"18",27919,1741,27281,1691,1,1,28419,1751,28897,1765,638,50
"Indiana",2020-05-17,"18",28419,1751,27919,1741,1,1,28897,1765,29402,1824,500,10
"Indiana",2020-05-18,"18",28897,1765,28419,1751,1,1,29402,1824,29986,1864,478,14
"Indiana",2020-05-19,"18",29402,1824,28897,1765,1,1,29986,1864,30673,1913,505,59
"Indiana",2020-05-20,"18",29986,1864,29402,1824,1,1,30673,1913,31165,1941,584,40
"Indiana",2020-05-21,"18",30673,1913,29986,1864,1,1,31165,1941,31674,1964,687,49
"Indiana",2020-05-22,"18",31165,1941,30673,1913,1,1,31674,1964,32151,1976,492,28
"Indiana",2020-05-23,"18",31674,1964,31165,1941,1,1,32151,1976,32489,1984,509,23
"Indiana",2020-05-24,"18",32151,1976,31674,1964,1,1,32489,1984,32856,2004,477,12
"Indiana",2020-05-25,"18",32489,1984,32151,1976,1,1,32856,2004,33242,2030,338,8
"Indiana",2020-05-26,"18",32856,2004,32489,1984,1,1,33242,2030,33885,2068,367,20
"Indiana",2020-05-27,"18",33242,2030,32856,2004,1,1,33885,2068,34399,2110,386,26
"Indiana",2020-05-28,"18",33885,2068,33242,2030,1,1,34399,2110,35064,2125,643,38
"Indiana",2020-05-29,"18",34399,2110,33885,2068,1,1,35064,2125,35429,2134,514,42
"Indiana",2020-05-30,"18",35064,2125,34399,2110,1,1,35429,2134,35684,2142,665,15
"Indiana",2020-05-31,"18",35429,2134,35064,2125,1,1,35684,2142,36129,2197,365,9
"Indiana",2020-06-01,"18",35684,2142,35429,2134,1,1,36129,2197,36609,2207,255,8
"Indiana",2020-06-02,"18",36129,2197,35684,2142,1,1,36609,2207,37005,2231,445,55
"Indiana",2020-06-03,"18",36609,2207,36129,2197,1,1,37005,2231,37499,2258,480,10
"Indiana",2020-06-04,"18",37005,2231,36609,2207,1,1,37499,2258,NA,NA,396,24
"Indiana",2020-06-05,"18",37499,2258,37005,2231,1,1,NA,NA,NA,NA,494,27
"Iowa",2020-03-08,"19",3,0,NA,NA,NA,NA,8,0,13,0,NA,NA
"Iowa",2020-03-09,"19",8,0,3,0,1,1,13,0,14,0,5,0
"Iowa",2020-03-10,"19",13,0,8,0,1,1,14,0,16,0,5,0
"Iowa",2020-03-11,"19",14,0,13,0,1,1,16,0,17,0,1,0
"Iowa",2020-03-12,"19",16,0,14,0,1,1,17,0,18,0,2,0
"Iowa",2020-03-13,"19",17,0,16,0,1,1,18,0,22,0,1,0
"Iowa",2020-03-14,"19",18,0,17,0,1,1,22,0,22,0,1,0
"Iowa",2020-03-15,"19",22,0,18,0,1,1,22,0,29,0,4,0
"Iowa",2020-03-16,"19",22,0,22,0,1,1,29,0,38,0,0,0
"Iowa",2020-03-17,"19",29,0,22,0,1,1,38,0,44,0,7,0
"Iowa",2020-03-18,"19",38,0,29,0,1,1,44,0,45,0,9,0
"Iowa",2020-03-19,"19",44,0,38,0,1,1,45,0,68,0,6,0
"Iowa",2020-03-20,"19",45,0,44,0,1,1,68,0,90,0,1,0
"Iowa",2020-03-21,"19",68,0,45,0,1,1,90,0,105,0,23,0
"Iowa",2020-03-22,"19",90,0,68,0,1,1,105,0,124,1,22,0
"Iowa",2020-03-23,"19",105,0,90,0,1,1,124,1,145,1,15,0
"Iowa",2020-03-24,"19",124,1,105,0,1,1,145,1,179,1,19,1
"Iowa",2020-03-25,"19",145,1,124,1,1,1,179,1,235,3,21,0
"Iowa",2020-03-26,"19",179,1,145,1,1,1,235,3,298,3,34,0
"Iowa",2020-03-27,"19",235,3,179,1,1,1,298,3,336,4,56,2
"Iowa",2020-03-28,"19",298,3,235,3,1,1,336,4,424,6,63,0
"Iowa",2020-03-29,"19",336,4,298,3,1,1,424,6,498,7,38,1
"Iowa",2020-03-30,"19",424,6,336,4,1,1,498,7,549,9,88,2
"Iowa",2020-03-31,"19",498,7,424,6,1,1,549,9,614,11,74,1
"Iowa",2020-04-01,"19",549,9,498,7,1,1,614,11,699,11,51,2
"Iowa",2020-04-02,"19",614,11,549,9,1,1,699,11,786,11,65,2
"Iowa",2020-04-03,"19",699,11,614,11,1,1,786,11,868,22,85,0
"Iowa",2020-04-04,"19",786,11,699,11,1,1,868,22,946,25,87,0
"Iowa",2020-04-05,"19",868,22,786,11,1,1,946,25,1048,26,82,11
"Iowa",2020-04-06,"19",946,25,868,22,1,1,1048,26,1145,27,78,3
"Iowa",2020-04-07,"19",1048,26,946,25,1,1,1145,27,1270,27,102,1
"Iowa",2020-04-08,"19",1145,27,1048,26,1,1,1270,27,1388,31,97,1
"Iowa",2020-04-09,"19",1270,27,1145,27,1,1,1388,31,1510,34,125,0
"Iowa",2020-04-10,"19",1388,31,1270,27,1,1,1510,34,1587,41,118,4
"Iowa",2020-04-11,"19",1510,34,1388,31,1,1,1587,41,1710,44,122,3
"Iowa",2020-04-12,"19",1587,41,1510,34,1,1,1710,44,1899,44,77,7
"Iowa",2020-04-13,"19",1710,44,1587,41,1,1,1899,44,1995,53,123,3
"Iowa",2020-04-14,"19",1899,44,1710,44,1,1,1995,53,2141,60,189,0
"Iowa",2020-04-15,"19",1995,53,1899,44,1,1,2141,60,2332,64,96,9
"Iowa",2020-04-16,"19",2141,60,1995,53,1,1,2332,64,2513,74,146,7
"Iowa",2020-04-17,"19",2332,64,2141,60,1,1,2513,74,2915,75,191,4
"Iowa",2020-04-18,"19",2513,74,2332,64,1,1,2915,75,3175,79,181,10
"Iowa",2020-04-19,"19",2915,75,2513,74,1,1,3175,79,3641,83,402,1
"Iowa",2020-04-20,"19",3175,79,2915,75,1,1,3641,83,3764,90,260,4
"Iowa",2020-04-21,"19",3641,83,3175,79,1,1,3764,90,3939,96,466,4
"Iowa",2020-04-22,"19",3764,90,3641,83,1,1,3939,96,4459,107,123,7
"Iowa",2020-04-23,"19",3939,96,3764,90,1,1,4459,107,5109,112,175,6
"Iowa",2020-04-24,"19",4459,107,3939,96,1,1,5109,112,5490,118,520,11
"Iowa",2020-04-25,"19",5109,112,4459,107,1,1,5490,118,5868,127,650,5
"Iowa",2020-04-26,"19",5490,118,5109,112,1,1,5868,127,6376,136,381,6
"Iowa",2020-04-27,"19",5868,127,5490,118,1,1,6376,136,6843,148,378,9
"Iowa",2020-04-28,"19",6376,136,5868,127,1,1,6843,148,7145,162,508,9
"Iowa",2020-04-29,"19",6843,148,6376,136,1,1,7145,162,7883,170,467,12
"Iowa",2020-04-30,"19",7145,162,6843,148,1,1,7883,170,8641,175,302,14
"Iowa",2020-05-01,"19",7883,170,7145,162,1,1,8641,175,9169,184,738,8
"Iowa",2020-05-02,"19",8641,175,7883,170,1,1,9169,184,9703,188,758,5
"Iowa",2020-05-03,"19",9169,184,8641,175,1,1,9703,188,10111,207,528,9
"Iowa",2020-05-04,"19",9703,188,9169,184,1,1,10111,207,10404,219,534,4
"Iowa",2020-05-05,"19",10111,207,9703,188,1,1,10404,219,11059,231,408,19
"Iowa",2020-05-06,"19",10404,219,10111,207,1,1,11059,231,11457,243,293,12
"Iowa",2020-05-07,"19",11059,231,10404,219,1,1,11457,243,11671,252,655,12
"Iowa",2020-05-08,"19",11457,243,11059,231,1,1,11671,252,11959,265,398,12
"Iowa",2020-05-09,"19",11671,252,11457,243,1,1,11959,265,12373,271,214,9
"Iowa",2020-05-10,"19",11959,265,11671,252,1,1,12373,271,12912,289,288,13
"Iowa",2020-05-11,"19",12373,271,11959,265,1,1,12912,289,13289,306,414,6
"Iowa",2020-05-12,"19",12912,289,12373,271,1,1,13289,306,13675,318,539,18
"Iowa",2020-05-13,"19",13289,306,12912,289,1,1,13675,318,14049,336,377,17
"Iowa",2020-05-14,"19",13675,318,13289,306,1,1,14049,336,14328,346,386,12
"Iowa",2020-05-15,"19",14049,336,13675,318,1,1,14328,346,14651,351,374,18
"Iowa",2020-05-16,"19",14328,346,14049,336,1,1,14651,351,14955,355,279,10
"Iowa",2020-05-17,"19",14651,351,14328,346,1,1,14955,355,15296,367,323,5
"Iowa",2020-05-18,"19",14955,355,14651,351,1,1,15296,367,15868,400,304,4
"Iowa",2020-05-19,"19",15296,367,14955,355,1,1,15868,400,16170,414,341,12
"Iowa",2020-05-20,"19",15868,400,15296,367,1,1,16170,414,16510,441,572,33
"Iowa",2020-05-21,"19",16170,414,15868,400,1,1,16510,441,16898,446,302,14
"Iowa",2020-05-22,"19",16510,441,16170,414,1,1,16898,446,17434,456,340,27
"Iowa",2020-05-23,"19",16898,446,16510,441,1,1,17434,456,17628,460,388,5
"Iowa",2020-05-24,"19",17434,456,16898,446,1,1,17628,460,17999,480,536,10
"Iowa",2020-05-25,"19",17628,460,17434,456,1,1,17999,480,18446,496,194,4
"Iowa",2020-05-26,"19",17999,480,17628,460,1,1,18446,496,18672,510,371,20
"Iowa",2020-05-27,"19",18446,496,17999,480,1,1,18672,510,19019,525,447,16
"Iowa",2020-05-28,"19",18672,510,18446,496,1,1,19019,525,19336,531,226,14
"Iowa",2020-05-29,"19",19019,525,18672,510,1,1,19336,531,19621,537,347,15
"Iowa",2020-05-30,"19",19336,531,19019,525,1,1,19621,537,19789,558,317,6
"Iowa",2020-05-31,"19",19621,537,19336,531,1,1,19789,558,20017,564,285,6
"Iowa",2020-06-01,"19",19789,558,19621,537,1,1,20017,564,20376,574,168,21
"Iowa",2020-06-02,"19",20017,564,19789,558,1,1,20376,574,20943,590,228,6
"Iowa",2020-06-03,"19",20376,574,20017,564,1,1,20943,590,21332,597,359,10
"Iowa",2020-06-04,"19",20943,590,20376,574,1,1,21332,597,NA,NA,567,16
"Iowa",2020-06-05,"19",21332,597,20943,590,1,1,NA,NA,NA,NA,389,7
"Kansas",2020-03-07,"20",1,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"Kansas",2020-03-08,"20",1,0,1,0,1,1,1,0,1,0,0,0
"Kansas",2020-03-09,"20",1,0,1,0,1,1,1,0,1,0,0,0
"Kansas",2020-03-10,"20",1,0,1,0,1,1,1,0,5,1,0,0
"Kansas",2020-03-11,"20",1,0,1,0,1,1,5,1,6,1,0,0
